"DMS ORIG","DMS DEST","SCTG2","DMS_MODE","Total KTons in 2012","Total Ton-Mile in 2012","Total M$ in 2012","Total Current M$ in 2012"
"Delaware","Colorado","Logs","Truck","0","0","0","0"
"Delaware","Connecticut","Logs","Truck","0.0114","0.00261065","0.0006","0.0006"
"Delaware","Delaware","Logs","Truck","110.7125","3.45332957","6.6336","6.2881"
"Delaware","Washington DC","Logs","Truck","0.0944","0.00983006","0.0059","0.0055"
"Delaware","Florida","Logs","Truck","0.0008","0.00086653","0","0"
"Delaware","Georgia","Logs","Truck","0.001","0.00073201","0","0"
"Delaware","Illinois","Logs","Truck","0.0003","0.00025902","0","0"
"Delaware","Indiana","Logs","Truck","0.0006","0.00037204","0","0"
"Delaware","Iowa","Logs","Truck","0","0","0","0"
"Delaware","Kansas","Logs","Truck","0","0","0","0"
"Delaware","Kentucky","Logs","Truck","0.0005","0.00035858","0","0"
"Delaware","Louisiana","Logs","Truck","0","0","0","0"
"Delaware","Maine","Logs","Truck","0.0005","0.00025563","0","0"
"Delaware","Maryland","Logs","Truck","4.6626","0.49162304","0.2883","0.2733"
"Delaware","Massachusetts","Logs","Truck","0.0051","0.00183558","0.0003","0.0003"
"Delaware","Michigan","Logs","Truck","0.0009","0.00052697","0","0"
"Delaware","Minnesota","Logs","Truck","0","0","0","0"
"Delaware","Mississippi","Logs","Truck","0","0","0","0"
"Delaware","Missouri","Logs","Truck","0.0002","0.00021854","0","0"
