"DMS ORIG","DMS DEST","SCTG2","DMS_MODE","Total KTons in 1997","Total Ton-Mile in 1997","Total M$ in 1997"
"Arizona","Texas","Nonmetal min. prods.","Truck","30.7032","30.93608818","12.0229"
"Arizona","Texas","Machinery","Truck","31.8418","32.77579537","9.1433"
"Arizona","Utah","Wood prods.","Truck","0.9436","0.55405464","0.7191"
"Arizona","Utah","Nonmetal min. prods.","Truck","2.3188","1.37800734","6.9904"
"Arizona","Utah","Machinery","Truck","12.3300","7.16881868","13.1558"
"Arizona","Vermont","Machinery","Truck","0.1020","0.26685486","0.0077"
"Arizona","Virginia","Nonmetal min. prods.","Truck","0.2870","0.64254624","0.4012"
"Arizona","Virginia","Machinery","Truck","0.6560","1.53382417","0.1006"
"Arizona","Washington","Wood prods.","Truck","0.3440","0.50882741","5.9469"
"Arizona","Washington","Nonmetal min. prods.","Truck","1.5870","2.35064624","11.0153"
"Arizona","Washington","Machinery","Truck","2.1190","2.92320608","0.1096"
"Arizona","West Virginia","Machinery","Truck","0.4700","0.96862635","0.0568"
"Arizona","Wisconsin","Wood prods.","Truck","0.3430","0.65168306","0.4607"
"Arizona","Wisconsin","Nonmetal min. prods.","Truck","0.2610","0.49256113","2.0859"
"Arizona","Wisconsin","Machinery","Truck","1.1440","2.13677217","0.1238"
"Arizona","Wyoming","Nonmetal min. prods.","Truck","0.0720","0.07020439","0.4592"
"Arizona","Wyoming","Machinery","Truck","0.5950","0.55567857","0.0439"
"Arkansas","Alabama","Wood prods.","Truck","242.0663","105.91666590","63.9948"
"Arkansas","Alabama","Nonmetal min. prods.","Truck","66.1020","28.93312630","15.1577"
"Arkansas","Alabama","Machinery","Truck","10.7311","4.76080039","78.3629"
"Arkansas","Alaska","Nonmetal min. prods.","Truck","0.3970","1.53992169","0.0026"
"Arkansas","Alaska","Machinery","Truck","0.3130","1.21409443","0.2477"
"Arkansas","Arizona","Wood prods.","Truck","19.8450","25.74649451","1.1984"
"Arkansas","Arizona","Nonmetal min. prods.","Truck","11.0120","14.29164968","0.4219"
"Arkansas","Arizona","Machinery","Truck","0.5920","0.76828127","227.7328"
"Arkansas","Arkansas","Wood prods.","Truck","6685.6269","634.52164984","1598.0501"
"Arkansas","Arkansas","Nonmetal min. prods.","Truck","6169.9021","585.57507297","407.6818"
"Arkansas","Arkansas","Machinery","Truck","945.9008","89.77386043","4977.7931"
"Arkansas","California","Wood prods.","Truck","19.1740","35.03757196","49.9566"
"Arkansas","California","Nonmetal min. prods.","Truck","10.6980","19.79606972","6.9440"
"Arkansas","California","Machinery","Truck","40.9350","74.77698247","270.9194"
"Arkansas","Colorado","Wood prods.","Truck","24.7620","23.80964957","35.2931"
"Arkansas","Colorado","Nonmetal min. prods.","Truck","6.9130","6.64707265","2.5942"
"Arkansas","Colorado","Machinery","Truck","25.0560","24.09197580","7.4278"
"Arkansas","Connecticut","Wood prods.","Truck","0.8860","1.21423644","0.6605"
"Arkansas","Connecticut","Nonmetal min. prods.","Truck","0.3470","0.47557751","0.4516"
"Arkansas","Connecticut","Machinery","Truck","7.4760","10.24727652","1.9557"
"Arkansas","Delaware","Wood prods.","Truck","0.7920","0.92620556","0.4967"
"Arkansas","Delaware","Nonmetal min. prods.","Truck","0.3930","0.45959443","2.3620"
"Arkansas","Delaware","Machinery","Truck","0.2260","0.26429603","0.2993"
"Arkansas","Washington DC","Wood prods.","Truck","0.0010","0.00104874","0.0232"
"Arkansas","Washington DC","Nonmetal min. prods.","Truck","0.7380","0.77397364","0.0065"
"Arkansas","Florida","Wood prods.","Truck","32.5820","31.80312447","21.4605"
"Arkansas","Florida","Nonmetal min. prods.","Truck","13.6580","13.25859866","0.2684"
"Arkansas","Florida","Machinery","Truck","16.7060","16.36823737","62.8218"
"Arkansas","Georgia","Wood prods.","Truck","98.0500","61.21609931","54.9230"
"Arkansas","Georgia","Nonmetal min. prods.","Truck","54.2020","33.85474618","12.8201"
"Arkansas","Georgia","Machinery","Truck","40.1370","25.20330238","161.4821"
"Arkansas","Idaho","Wood prods.","Truck","5.8930","10.31951665","0.7134"
"Arkansas","Idaho","Nonmetal min. prods.","Truck","0.0790","0.13834071","0.5831"
"Arkansas","Idaho","Machinery","Truck","8.0860","14.15978477","2.3981"
"Arkansas","Illinois","Wood prods.","Truck","98.5902","50.95633378","71.8541"
"Arkansas","Illinois","Nonmetal min. prods.","Truck","32.5276","16.54383726","18.5511"
"Arkansas","Illinois","Machinery","Truck","54.5541","27.86002669","529.0268"
"Arkansas","Indiana","Wood prods.","Truck","91.6046","56.67311553","63.3128"
"Arkansas","Indiana","Nonmetal min. prods.","Truck","40.3450","24.96330442","17.5030"
"Arkansas","Indiana","Machinery","Truck","10.4194","6.45059985","400.5258"
"Arkansas","Iowa","Wood prods.","Truck","79.2150","47.73004437","56.4194"
"Arkansas","Iowa","Nonmetal min. prods.","Truck","76.9190","46.34661722","0.4592"
"Arkansas","Iowa","Machinery","Truck","8.7900","5.29630865","50.8363"
"Arkansas","Kansas","Wood prods.","Truck","140.1726","58.02520669","65.7013"
"Arkansas","Kansas","Nonmetal min. prods.","Truck","36.4169","15.01049584","14.9072"
"Arkansas","Kansas","Machinery","Truck","22.4399","9.19598466","224.6041"
"Arkansas","Kentucky","Wood prods.","Truck","62.2989","34.23209099","41.0663"
"Arkansas","Kentucky","Nonmetal min. prods.","Truck","34.6411","19.05087857","6.3979"
"Arkansas","Kentucky","Machinery","Truck","7.5464","4.17093933","144.7108"
"Arkansas","Louisiana","Wood prods.","Truck","662.1809","263.37385208","172.4654"
"Arkansas","Louisiana","Nonmetal min. prods.","Truck","136.9515","51.69715089","26.4829"
"Arkansas","Louisiana","Machinery","Truck","93.6483","33.60190001","317.4316"
"Arkansas","Maine","Wood prods.","Truck","0.2430","0.39888601","5.0142"
"Arkansas","Maine","Machinery","Truck","0.2810","0.46126325","13.4586"
"Arkansas","Maryland","Wood prods.","Truck","12.4080","13.46512885","0.3806"
"Arkansas","Maryland","Nonmetal min. prods.","Truck","7.5520","8.19832665","0.3393"
"Arkansas","Maryland","Machinery","Truck","8.4770","9.19049770","53.2190"
"Arkansas","Massachusetts","Wood prods.","Truck","0.6560","0.97000867","1.8898"
"Arkansas","Massachusetts","Nonmetal min. prods.","Truck","1.9580","2.89527366","0.4605"
"Arkansas","Massachusetts","Machinery","Truck","1.6870","2.49543725","27.7028"
"Arkansas","Michigan","Wood prods.","Truck","13.9550","11.51554727","10.1149"
"Arkansas","Michigan","Nonmetal min. prods.","Truck","0.2260","0.18571817","0.3044"
"Arkansas","Michigan","Machinery","Truck","37.7750","31.83357365","165.2451"
"Arkansas","Minnesota","Wood prods.","Truck","23.0250","19.40499565","16.3585"
"Arkansas","Minnesota","Nonmetal min. prods.","Truck","8.0040","6.74575592","6.2668"
"Arkansas","Minnesota","Machinery","Truck","15.8530","13.36108876","99.7338"
"Arkansas","Mississippi","Wood prods.","Truck","1164.7794","363.36352632","144.3976"
"Arkansas","Mississippi","Nonmetal min. prods.","Truck","112.8369","35.20049709","21.7635"
"Arkansas","Mississippi","Machinery","Truck","70.3934","21.95986129","1338.7795"
"Arkansas","Missouri","Wood prods.","Truck","369.8556","124.55673607","158.8757"
"Arkansas","Missouri","Nonmetal min. prods.","Truck","172.4513","56.13591976","29.2537"
"Arkansas","Missouri","Machinery","Truck","178.2847","57.67188049","818.1148"
"Arkansas","Montana","Wood prods.","Truck","151.8610","256.92405147","43.1170"
"Arkansas","Montana","Nonmetal min. prods.","Truck","0.5090","0.86114501","0.4644"
"Arkansas","Montana","Machinery","Truck","13.2090","22.34747431","37.4100"
"Arkansas","Nebraska","Wood prods.","Truck","109.7650","68.91145114","41.0697"
"Arkansas","Nebraska","Nonmetal min. prods.","Truck","2.1570","1.35418394","0.4502"
"Arkansas","Nebraska","Machinery","Truck","0.9530","0.59830194","0.4567"
"Arkansas","Nevada","Wood prods.","Truck","9.3740","15.60621305","0.2502"
"Arkansas","Nevada","Nonmetal min. prods.","Truck","0.3460","0.57603475","0.0026"
"Arkansas","Nevada","Machinery","Truck","7.6360","12.71272059","73.6500"
"Arkansas","New Hampshire","Wood prods.","Truck","3.6610","5.50912219","1.2152"
"Arkansas","New Hampshire","Machinery","Truck","2.7980","4.21046815","3.5952"
"Arkansas","New Jersey","Wood prods.","Truck","2.6390","3.24258660","0.8024"
