"DMS ORIG","DMS DEST","DMS_MODE","Total KTons in 2012","Total Ton-Mile in 2012","Total M$ in 2012","Total Current M$ in 2012" 
"Rhode Island","Nebraska","Truck","9.1397","13.61359938","117.107","118.3318"
"Rhode Island","Nevada","Truck","2.0221","5.51161519","11.9055","11.9687"
"Rhode Island","New Hampshire","Truck","117.0677","14.37924322","532.0264","535.6875"
"Rhode Island","New Jersey","Truck","147.7155","32.98953701","677.6062","679.7489"
"Rhode Island","New Mexico","Truck","0.4394","0.9738379","3.6933","3.7122"
"Rhode Island","New York","Truck","241.3932","53.99458427","1362.1139","1368.3476"
"Rhode Island","North Carolina","Truck","21.3364","16.12454729","371.6691","372.3492"
"Rhode Island","North Dakota","Truck","0.2405","0.41821496","0.2505","0.252"
"Rhode Island","Ohio","Truck","46.7904","32.23192863","369.7811","371.1509"
"Rhode Island","Oklahoma","Truck","3.2329","5.26241504","28.9337","29.0377"
"Rhode Island","Oregon","Truck","4.5167","13.97145732","13.3676","13.4538"
"Rhode Island","Pennsylvania","Truck","149.3797","54.64819295","781.825","787.9664"
"Rhode Island","Rhode Island","Truck","14737.6945","318.96574003","12535.8294","12573.8138"
"Rhode Island","South Carolina","Truck","18.2215","16.60108985","103.4874","104.268"
"Rhode Island","South Dakota","Truck","3.7906","6.23272047","46.9862","47.7166"
"Rhode Island","Tennessee","Truck","29.1926","32.05759795","196.531","196.539"
"Rhode Island","Texas","Truck","75.0808","139.85407733","448.1508","450.6291"
"Rhode Island","Utah","Truck","4.3746","10.33170702","41.8518","41.7383"
"Rhode Island","Vermont","Truck","25.1284","5.57961916","260.8435","262.7323"
"Rhode Island","Virginia","Truck","115.0937","62.93176152","314.9214","316.3368"
"Rhode Island","Washington","Truck","5.6593","17.13932501","213.1243","214.1118"
"Rhode Island","West Virginia","Truck","2.212","1.45061454","12.7646","12.8617"
"Rhode Island","Wisconsin","Truck","23.8148","27.28395619","106.7946","106.9091"
"Rhode Island","Wyoming","Truck","3.5938","7.59216319","46.3899","46.645"
"South Carolina","Alabama","Truck","1211.066","493.22417899","2653.2394","2660.5272"
"South Carolina","Alaska","Truck","2.6047","11.16531655","32.0031","32.2543"
"South Carolina","Arizona","Truck","116.768","235.71133521","726.7857","729.0437"
"South Carolina","Arkansas","Truck","287.0008","227.26020538","982.0699","984.1034"
"South Carolina","California","Truck","557.1576","1366.9170997","2521.5962","2531.9632"
"South Carolina","Colorado","Truck","48.9298","78.93899369","202.9051","203.9341"
"South Carolina","Connecticut","Truck","154.5682","126.57887446","632.3615","633.3401"
"South Carolina","Delaware","Truck","70.332","40.16157337","309.9569","311.4218"
"South Carolina","Washington DC","Truck","9.3752","4.4241657","19.4983","19.5573"
"South Carolina","Florida","Truck","2378.0239","1187.49913973","8086.98200000001","8120.76270000001"
"South Carolina","Georgia","Truck","12701.1982","2867.67402531","11991.6106","12035.1711"
"South Carolina","Idaho","Truck","7.5298","17.71083133","31.5149","31.7528"
"South Carolina","Illinois","Truck","873.890799999999","720.8733135","3924.122","3938.7669"
"South Carolina","Indiana","Truck","836.8927","544.38542231","2954.4932","2964.2162"
"South Carolina","Iowa","Truck","200.9967","216.66570947","540.9963","541.4754"
"South Carolina","Kansas","Truck","115.1358","122.68425971","298.3295","299.0756"
"South Carolina","Kentucky","Truck","478.0591","228.16098103","1379.199","1383.5972"
"South Carolina","Louisiana","Truck","180.0999","136.45095852","664.8875","667.0819"
"South Carolina","Maine","Truck","60.1431","66.66143172","240.2575","241.2133"
"South Carolina","Maryland","Truck","432.3463","219.60388776","1173.7308","1178.5419"
"South Carolina","Massachusetts","Truck","264.4457","244.45873357","732.9495","736.4852"
"South Carolina","Michigan","Truck","631.6328","488.34215748","4128.2324","4129.5747"
"South Carolina","Minnesota","Truck","134.6708","166.07522883","405.7424","407.4484"
"South Carolina","Mississippi","Truck","238.3296","139.58594137","691.3288","692.8296"
"South Carolina","Missouri","Truck","344.3479","294.27999409","869.3852","873.3157"
"South Carolina","Montana","Truck","7.2329","16.41874168","43.468","43.7599"
"South Carolina","Nebraska","Truck","66.6552","81.82981292","428.8612","429.6256"
"South Carolina","Nevada","Truck","42.7473","102.43781842","197.8703","198.7623"
"South Carolina","New Hampshire","Truck","81.9087","79.76314362","124.7034","125.4443"
"South Carolina","New Jersey","Truck","441.814","299.94263133","1845.1423","1856.6333"
"South Carolina","New Mexico","Truck","31.3136","52.60366037","143.1724","142.9"
"South Carolina","New York","Truck","574.9698","445.54035335","2083.9087","2092.4799"
"South Carolina","North Carolina","Truck","17634.831","3054.38465376","17054.2197","17118.3271"
"South Carolina","North Dakota","Truck","12.2466","19.20795766","57.4582","57.6536"
"South Carolina","Ohio","Truck","1248.4428","723.29725069","3117.8515","3127.4915"
"South Carolina","Oklahoma","Truck","111.623","116.57285175","368.9673","371.1003"
"South Carolina","Oregon","Truck","58.7785","164.73054792","256.3143","257.6837"
"South Carolina","Pennsylvania","Truck","1400.0269","855.28464488","2907.6849","2916.9486"
"South Carolina","Rhode Island","Truck","15.0997","13.70063596","54.4985","55.0469"
"South Carolina","South Carolina","Truck","139260.96","9503.03386126","67287.9957","67412.7218"
"South Carolina","South Dakota","Truck","42.9877","63.37345556","91.8901","92.2693"
"South Carolina","Tennessee","Truck","1590.1031","608.09203886","3463.429","3475.3129"
"South Carolina","Texas","Truck","1398.95","1542.00612695","5305.94510000001","5325.85510000001"
"South Carolina","Utah","Truck","79.0398000000001","161.90079281","253.8767","254.9961"
"South Carolina","Vermont","Truck","12.7768","12.56996629","31.6542","31.5759"
"South Carolina","Virginia","Truck","1570.7607","566.2503896","3115.7771","3129.4739"
"South Carolina","Washington","Truck","103.3824","297.49261794","535.8193","537.9386"
"South Carolina","West Virginia","Truck","203.3989","89.4740281","378.9493","381.2887"
"South Carolina","Wisconsin","Truck","387.1756","380.58309222","1485.8501","1489.9484"
"South Carolina","Wyoming","Truck","3.3384","6.23332953","30.8509","31.1386"
"South Dakota","Alabama","Truck","3.6776","4.44200322","24.7399","24.7523"
"South Dakota","Alaska","Truck","0.2738","0.83878437","0.0357","0.0358"
"South Dakota","Arizona","Truck","12.4172","18.11862771","145.2569","147.1897"
"South Dakota","Arkansas","Truck","24.3666","21.53142789","77.0319","77.3043"
"South Dakota","California","Truck","150.2013","243.8751133","341.9974","342.7801"
"South Dakota","Colorado","Truck","216.971","138.14801639","262.611","263.4587"
"South Dakota","Connecticut","Truck","13.0431","20.09199203","35.105","35.2067"
"South Dakota","Delaware","Truck","6.7731","9.42883268","13.5545","13.604"
"South Dakota","Washington DC","Truck","0.0627","0.08492427","0.041","0.0413"
"South Dakota","Florida","Truck","42.2727","75.83805219","101.7979","102.1167"
"South Dakota","Georgia","Truck","83.4752000000001","108.36692899","124.5866","124.7347"
"South Dakota","Idaho","Truck","57.2111","62.41524724","38.0691","38.1242"
"South Dakota","Illinois","Truck","664.2278","503.11084433","572.11","573.1794"
"South Dakota","Indiana","Truck","121.4388","103.1588751","216.4415","217.0083"
"South Dakota","Iowa","Truck","2959.7383","1184.20670511","2526.5229","2530.2706"
"South Dakota","Kansas","Truck","283.1226","147.17475157","294.1178","294.774"
"South Dakota","Kentucky","Truck","31.2343","31.63067752","103.2611","103.4059"
"South Dakota","Louisiana","Truck","12.5765","14.33111076","46.2308","46.3033"
"South Dakota","Maine","Truck","2.3375","4.41773148","15.3909","15.4257"
"South Dakota","Maryland","Truck","8.3268","11.388437","92.6998000000001","92.9625000000001"
"South Dakota","Massachusetts","Truck","40.0516","64.5167285","209.0552","209.2362"
"South Dakota","Michigan","Truck","175.4912","158.55273595","339.6635","340.9363"
"South Dakota","Minnesota","Truck","5189.9581","1617.24968613","2062.6709","2063.7871"
"South Dakota","Mississippi","Truck","5.607","6.20974308","16.9419","17.0008"
"South Dakota","Missouri","Truck","177.3402","110.35496577","234.7514","234.8144"
"South Dakota","Montana","Truck","116.2504","96.03704037","182.9494","183.3787"
"South Dakota","Nebraska","Truck","7529.5578","2165.79764995","1639.3581","1638.8618"
"South Dakota","Nevada","Truck","12.2167","17.04212803","32.1636","32.2102"
"South Dakota","New Hampshire","Truck","5.8695","9.65216179","16.1871","16.1784"
"South Dakota","New Jersey","Truck","58.8252","89.17827106","101.9161","102.0184"
"South Dakota","New Mexico","Truck","31.434","32.60769143","29.3637","29.4374"
"South Dakota","New York","Truck","27.0512","37.51391796","129.3645","129.5936"
"South Dakota","North Carolina","Truck","16.8809","24.05207943","59.288","59.4419"
"South Dakota","North Dakota","Truck","4957.3877","1451.67802281","1231.7378","1232.335"
"South Dakota","Ohio","Truck","101.498","104.04305361","227.1115","227.5924"
"South Dakota","Oklahoma","Truck","261.0372","190.93939452","151.9271","152.0203"
"South Dakota","Oregon","Truck","29.6672","46.64270932","132.3748","132.7155"
"South Dakota","Pennsylvania","Truck","96.4897","125.67382608","297.8646","298.5621"
"South Dakota","Rhode Island","Truck","1.0751","1.71440507","7.3917","7.4091"
"South Dakota","South Carolina","Truck","8.4362","12.00754715","36.0306","36.0974"
"South Dakota","South Dakota","Truck","74468.9722","7314.50528427","21902.3933","21910.8542"
"South Dakota","Tennessee","Truck","92.2973","101.70072701","167.2683","168.0423"
"South Dakota","Texas","Truck","267.4422","275.81039248","514.2106","514.5811"
"South Dakota","Utah","Truck","77.5695","69.86481019","117.9434","118.3503"
"South Dakota","Vermont","Truck","1.1728","1.89580047","3.6571","3.6626"
"South Dakota","Virginia","Truck","82.3002","116.134788","227.7178","228.1384"
"South Dakota","Washington","Truck","62.1691","91.70024722","366.0086","367.36"
"South Dakota","West Virginia","Truck","8.0208","9.53367082","36.4488","36.5043"
"South Dakota","Wisconsin","Truck","293.7003","156.22559361","685.5405","685.4212"
"South Dakota","Wyoming","Truck","1268.5804","679.93975961","428.6778","429.4068"
"Tennessee","Alabama","Truck","5680.3747","1486.91131346","8993.14580000001","9017.0717"
"Tennessee","Alaska","Truck","11.1039","45.40821589","89.8056","90.1927"
"Tennessee","Arizona","Truck","311.0381","530.40216294","3895.8051","3901.6441"
"Tennessee","Arkansas","Truck","3645.3833","1085.44804073","11805.1875","11827.8235"
"Tennessee","California","Truck","1142.1555","2397.63690058","20024.9198","20057.0388"
"Tennessee","Colorado","Truck","263.4277","324.63593553","5485.94860000001","5488.235"
"Tennessee","Connecticut","Truck","171.776","164.30688944","3883.7879","3889.7504"
"Tennessee","Delaware","Truck","83.8747","62.53244323","409.6201","410.3096"
"Tennessee","Washington DC","Truck","5.033","3.0143734","19.5624","19.5154"
"Tennessee","Florida","Truck","1610.2811","1145.58963551","9335.65600000001","9354.72160000002"
"Tennessee","Georgia","Truck","8158.9501","2344.26768882","23880.6286","23952.7804"
"Tennessee","Idaho","Truck","35.6005","68.79395033","234.3465","236.1731"
"Tennessee","Illinois","Truck","14226.1526","6626.55001795","10188.3406","10202.7372"
"Tennessee","Indiana","Truck","25457.7211","8196.59762196","8034.9661","8045.5425"
"Tennessee","Iowa","Truck","430.0021","313.45444247","1084.208","1086.3431"
"Tennessee","Kansas","Truck","444.8942","304.35819942","1743.0378","1747.6523"
"Tennessee","Kentucky","Truck","9475.6339","2048.84027731","9249.3916","9277.485"
"Tennessee","Louisiana","Truck","1349.2034","706.33407888","2453.1665","2457.5302"
"Tennessee","Maine","Truck","58.2397","72.45908319","162.529","163.5773"
"Tennessee","Maryland","Truck","401.3114","261.22244788","25089.9233","25123.9435"
"Tennessee","Massachusetts","Truck","238.5287","252.11271099","3625.0692","3628.67800000001"
"Tennessee","Michigan","Truck","1260.0153","776.60792277","9279.46800000001","9288.16640000001"
"Tennessee","Minnesota","Truck","411.3021","377.12750019","1531.6608","1534.985"
"Tennessee","Mississippi","Truck","15439.2614","3745.85785776","11459.0442","11490.291"
"Tennessee","Missouri","Truck","1835.7478","896.70988403","12552.0889","12565.3127"
"Tennessee","Montana","Truck","21.0845","40.33299233","134.9282","135.9825"
"Tennessee","Nebraska","Truck","198.4003","171.37008472","2111.209","2111.8499"
"Tennessee","Nevada","Truck","220.2195","443.51648524","678.8481","677.7818"
"Tennessee","New Hampshire","Truck","56.8417","66.31715856","365.1367","366.683"
"Tennessee","New Jersey","Truck","611.944899999999","521.27720167","4728.29930000001","4736.33060000001"
"Tennessee","New Mexico","Truck","35.0544","45.52620687","149.1844","149.4022"
"Tennessee","New York","Truck","605.786","515.19079262","4877.59090000002","4886.99780000002"
"Tennessee","North Carolina","Truck","3127.8572","1260.28557306","13688.2531","13738.9285"
"Tennessee","North Dakota","Truck","26.6309","33.41267107","119.1418","119.5257"
"Tennessee","Ohio","Truck","5324.4143","1962.59582873","8114.4179","8135.9488"
"Tennessee","Oklahoma","Truck","584.5802","375.53234284","6705.05050000002","6713.18370000002"
"Tennessee","Oregon","Truck","72.73","176.81751595","1881.8966","1883.3547"
"Tennessee","Pennsylvania","Truck","1662.4818","1179.66831564","12047.8141","12060.3131"
"Tennessee","Rhode Island","Truck","43.9199","43.93869784","278.7803","280.4961"
"Tennessee","South Carolina","Truck","1847.8146","702.04973747","5864.6423","5878.745"
"Tennessee","South Dakota","Truck","50.8166","54.7618629","616.343","617.1036"
"Tennessee","Tennessee","Truck","244837.8583","18680.50564589","106356.7313","106505.8761"
"Tennessee","Texas","Truck","2688.4407","2176.72673162","12986.4846","13018.5195"
"Tennessee","Utah","Truck","143.2754","240.93975946","2896.7012","2901.6573"
"Tennessee","Vermont","Truck","22.3102","23.66362368","22.0267","21.9803"
"Tennessee","Virginia","Truck","3174.4804","1400.8782999","7991.1616","8002.8593"
"Tennessee","Washington","Truck","135.4348","333.69184022","1603.7807","1607.4153"
"Tennessee","West Virginia","Truck","504.8266","216.86950721","1334.9043","1337.6196"
"Tennessee","Wisconsin","Truck","701.0368","488.13333864","7295.5458","7311.464"
"Tennessee","Wyoming","Truck","27.2924","40.89668823","53.0994","53.0929"
"Texas","Alabama","Truck","2205.83599999999","1503.30408411","3901.6284","3918.44790000001"
"Texas","Alaska","Truck","7.1954","30.23309809","42.0287","42.2194"
"Texas","Arizona","Truck","1461.5198","1446.91407171","4721.82860000001","4735.61830000002"
"Texas","Arkansas","Truck","4589.8913","2061.57054466","10912.6862","10923.4211"
"Texas","California","Truck","7729.20790000001","11387.04629819","16837.0908","16902.2854999999"
"Texas","Colorado","Truck","2045.0467","1814.13182574","5566.06850000002","5586.02960000002"
"Texas","Connecticut","Truck","326.6609","593.70576539","1243.1541","1246.4772"
"Texas","Delaware","Truck","52.2699","84.30510264","324.9492","327.6738"
"Texas","Washington DC","Truck","29.827","43.25566249","135.4161","136.0251"
"Texas","Florida","Truck","2398.7473","2701.78987486","7091.64520000003","7109.88870000003"
"Texas","Georgia","Truck","3425.51320000001","3021.0604832","7178.50180000002","7217.77540000001"
"Texas","Idaho","Truck","92.0938","158.00936751","321.7975","321.7201"
"Texas","Illinois","Truck","2502.575","2572.50284549","8445.08840000002","8474.89920000003"
"Texas","Indiana","Truck","1537.6626","1580.0897315","5488.40980000001","5512.07330000001"
"Texas","Iowa","Truck","975.388999999999","899.40546526","2708.2492","2712.9398"
"Texas","Kansas","Truck","4369.61780000001","2282.39197957","5175.21490000001","5191.74460000001"
"Texas","Kentucky","Truck","722.457","701.432750069999","2902.5649","2916.0369"
"Texas","Louisiana","Truck","14500.9193","5450.0705466","33218.7576","33338.7468"
"Texas","Maine","Truck","29.3979","59.01191444","124.0052","124.4365"
"Texas","Maryland","Truck","553.776799999999","813.46338888","1921.3236","1927.3407"
"Texas","Massachusetts","Truck","377.3642","703.71440085","1194.0252","1198.3861"
"Texas","Michigan","Truck","1372.4659","1771.40759603","3842.67190000001","3854.33660000001"
"Texas","Minnesota","Truck","616.4609","686.24652207","1708.4662","1712.632"
"Texas","Mississippi","Truck","2132.6553","1141.47040021","4758.7861","4783.191"
"Texas","Missouri","Truck","2498.3367","1604.00221711","4515.45380000001","4525.37450000002"
"Texas","Montana","Truck","72.4893","122.6663044","258.7111","259.377"
"Texas","Nebraska","Truck","757.465099999999","609.404013","1250.7819","1255.5304"
"Texas","Nevada","Truck","305.7175","444.81574461","1278.214","1282.8834"
"Texas","New Hampshire","Truck","112.189","208.3896442","558.9492","560.3621"
"Texas","New Jersey","Truck","825.9993","1335.65827387","2721.7764","2734.0542"
"Texas","New Mexico","Truck","5138.3874","2924.46850487","4749.9264","4763.2485"
"Texas","New York","Truck","982.354299999998","1606.68906756","3733.58570000001","3750.96750000001"
"Texas","North Carolina","Truck","1635.9422","1976.55346646","8265.38880000003","8300.65680000003"
"Texas","North Dakota","Truck","199.253","268.8492136","710.8901","712.6166"
"Texas","Ohio","Truck","2057.4034","2474.95914238","7357.27320000002","7389.31480000002"
"Texas","Oklahoma","Truck","11244.938","3874.92212392","15321.3729","15374.6484"
"Texas","Oregon","Truck","445.0982","941.45208622","1695.9987","1701.9146"
"Texas","Pennsylvania","Truck","1704.421","2522.45647658","6545.00870000001","6578.83290000001"
"Texas","Rhode Island","Truck","38.8772","70.48123927","557.437099999999","560.2666"
"Texas","South Carolina","Truck","1027.3529","1103.87529825","7420.30530000002","7456.38920000003"
"Texas","South Dakota","Truck","215.9031","213.00519796","820.4965","823.2336"
"Texas","Tennessee","Truck","2341.8949","1800.48783857","12534.8518","12585.7419"
"Texas","Texas","Truck","942386.9853","96674.28068187","648705.869500002","650200.163200001"
"Texas","Utah","Truck","599.624199999999","774.10665424","2291.9081","2297.4899"
"Texas","Vermont","Truck","17.1272","31.29859332","59.9913","60.0905"
"Texas","Virginia","Truck","973.432199999998","1302.50256396","3031.8254","3045.5031"
"Texas","Washington","Truck","595.9744","1305.81134419","2588.4129","2599.7274"
"Texas","West Virginia","Truck","282.4785","351.71541406","647.4877","651.8389"
"Texas","Wisconsin","Truck","1105.9513","1301.48382529","2837.7505","2845.1205"
"Texas","Wyoming","Truck","324.9053","398.88924769","1236.2451","1241.9032"
"Utah","Alabama","Truck","15.1036","27.61725608","142.4039","142.3926"
"Utah","Alaska","Truck","4.5399","13.44903618","5.4915","5.4813"
"Utah","Arizona","Truck","810.6368","513.42449108","2927.2229","2895.7462"
"Utah","Arkansas","Truck","45.2726","64.76696679","137.3209","138.1078"
"Utah","California","Truck","2758.8724","1943.62026151","5415.44250000001","5428.76870000001"
"Utah","Colorado","Truck","1447.9064","720.76003085","2598.5088","2615.9197"
"Utah","Connecticut","Truck","16.9195","38.1771516","28.071","28.0533"
"Utah","Delaware","Truck","1.4896","3.20159414","3.7193","3.7378"
"Utah","Washington DC","Truck","0.1089","0.22887433","0.1348","0.1357"
"Utah","Florida","Truck","28.1828","67.05435722","109.2784","109.7058"
"Utah","Georgia","Truck","92.6838","176.71038276","192.3836","192.7823"
"Utah","Idaho","Truck","2550.7442","972.21848952","3838.0314","3854.1152"
"Utah","Illinois","Truck","172.4725","240.15320614","544.7841","546.2147"
"Utah","Indiana","Truck","174.5359","269.48015022","1069.9987","1068.8277"
"Utah","Iowa","Truck","66.3334","78.48233865","102.2019","102.4628"
"Utah","Kansas","Truck","75.3992","79.29654506","255.4864","256.1614"
"Utah","Kentucky","Truck","46.6855","77.26240069","211.493","211.7192"
"Utah","Louisiana","Truck","17.0249","27.96853696","57.3235000000001","57.4377000000001"
"Utah","Maine","Truck","0.9437","2.40106434","2.4134","2.4212"
"Utah","Maryland","Truck","6.8742","14.5372706","27.7547","27.8216"
"Utah","Massachusetts","Truck","29.2228","69.64903769","58.0957","58.2627"
"Utah","Michigan","Truck","68.0742000000001","114.40352226","298.195999999999","298.2015"
"Utah","Minnesota","Truck","121.926","160.34709081","187.1021","187.3795"
"Utah","Mississippi","Truck","22.9936","39.41665306","253.97","253.825"
"Utah","Missouri","Truck","104.5326","132.07525337","268.6961","269.085"
"Utah","Montana","Truck","988.0819","549.01591677","1992.7594","2001.7823"
"Utah","Nebraska","Truck","64.5428","57.72603036","99.8717","100.1951"
"Utah","Nevada","Truck","2385.7614","1106.24924321","2666.7271","2679.0731"
"Utah","New Hampshire","Truck","0.9456","2.24115077","7.7158","7.7622"
"Utah","New Jersey","Truck","55.4654","120.81094715","200.8989","201.966"
"Utah","New Mexico","Truck","154.7086","97.46701276","433.6963","438.0272"
"Utah","New York","Truck","65.7699000000002","137.47794035","162.0992","162.4648"
"Utah","North Carolina","Truck","82.2331000000001","174.49912598","192.2585","192.5964"
"Utah","North Dakota","Truck","43.8339","47.18756014","56.2528","56.7886"
"Utah","Ohio","Truck","119.7245","207.60647379","574.688299999999","574.778299999999"
"Utah","Oklahoma","Truck","67.5466","80.89245673","109.4348","109.6327"
"Utah","Oregon","Truck","311.4507","251.93185679","718.0422","718.831"
"Utah","Pennsylvania","Truck","111.5591","226.92416907","332.9749","333.886599999999"
"Utah","Rhode Island","Truck","1.8724","4.43784847","9.7293","9.7547"
"Utah","South Carolina","Truck","44.4178","90.4084776700001","209.6438","209.7683"
"Utah","South Dakota","Truck","74.0108000000001","68.02008544","31.3108","31.4209"
"Utah","Tennessee","Truck","48.1854000000001","81.15498226","136.4004","136.3802"
"Utah","Texas","Truck","372.0443","494.79189869","1058.4048","1060.5957"
"Utah","Utah","Truck","96590.3878","5967.48819142","57310.8107","57423.5647"
"Utah","Vermont","Truck","17.8047","41.18941617","18.6361","18.6679"
"Utah","Virginia","Truck","29.1893","62.06976353","120.6158","121.4206"
"Utah","Washington","Truck","798.536899999999","657.93739385","1339.942","1344.3002"
"Utah","West Virginia","Truck","1.8375","3.46734616","35.9359","36.726"
"Utah","Wisconsin","Truck","232.6869","344.5108693","296.2443","296.6979"
"Utah","Wyoming","Truck","2138.3808","823.73828687","1939.3495","1948.9935"
"Vermont","Alabama","Truck","12.7305","15.69119539","114.8573","114.7177"
"Vermont","Alaska","Truck","0","0","0","0"
"Vermont","Arizona","Truck","3.3752","8.90960103","55.6144","55.6531"
"Vermont","Arkansas","Truck","7.345","10.60830162","17.696","17.7129"
"Vermont","California","Truck","52.8709","156.92964356","176.8045","177.4325"
"Vermont","Colorado","Truck","8.616","16.5787295","36.968","36.9743"
"Vermont","Connecticut","Truck","151.8408","33.99811497","346.9254","347.6533"
"Vermont","Delaware","Truck","3.6095","1.52155357","6.617","6.6291"
"Vermont","Washington DC","Truck","2.4221","1.23407375","8.1729","8.1614"
"Vermont","Florida","Truck","23.9498","34.850143","113.4872","113.6561"
"Vermont","Georgia","Truck","103.2493","117.25081772","205.1882","205.7454"
"Vermont","Idaho","Truck","0.8907","2.29872533","5.4156","5.4416"
"Vermont","Illinois","Truck","54.3299","53.39554568","166.7531","166.919"
"Vermont","Indiana","Truck","62.991","55.54349961","151.7973","151.8993"
"Vermont","Iowa","Truck","10.3935","12.74217418","41.3738","41.4968"
"Vermont","Kansas","Truck","1.0286","1.47950809","7.353","7.3701"
"Vermont","Kentucky","Truck","31.1162","29.11827779","88.321","88.6119"
"Vermont","Louisiana","Truck","3.8519","6.09109789","18.5348","18.5895"
"Vermont","Maine","Truck","145.6315","34.37574383","178.5905","178.7929"
"Vermont","Maryland","Truck","53.9983","26.62287802","62.8400000000001","62.7343000000001"
"Vermont","Massachusetts","Truck","584.3614","108.55513441","1139.4353","1142.2169"
"Vermont","Michigan","Truck","48.2154","39.8945603","238.9456","238.68"
"Vermont","Minnesota","Truck","11.1534","15.07385249","43.7924","44.1071"
"Vermont","Mississippi","Truck","69.2854","97.89133095","73.6919","73.6197"
"Vermont","Missouri","Truck","61.0659","79.58630601","124.7178","124.673"
"Vermont","Montana","Truck","3.2791","7.74582823","15.2147","15.2907"
"Vermont","Nebraska","Truck","16.9398","24.43836373","18.0378","18.006"
"Vermont","Nevada","Truck","88.2131","235.80874373","153.9648","153.8105"
"Vermont","New Hampshire","Truck","3000.4775","408.28607946","1181.4101","1178.6964"
"Vermont","New Jersey","Truck","168.3344","51.52925892","239.2738","239.2781"
"Vermont","New Mexico","Truck","0.8133","1.79310395","8.7338","8.7602"
"Vermont","New York","Truck","896.9481","192.67518815","861.5556","862.4435"
"Vermont","North Carolina","Truck","64.4669000000001","54.22120696","137.8741","137.9855"
"Vermont","North Dakota","Truck","0.125","0.21153284","0.1039","0.1045"
"Vermont","Ohio","Truck","69.3168","47.03456815","226.0639","226.5804"
"Vermont","Oklahoma","Truck","5.1159","8.26201402","6.8664","6.8914"
"Vermont","Oregon","Truck","32.8451","100.07908061","60.2138","60.2064"
"Vermont","Pennsylvania","Truck","328.6089","137.05118383","505.4385","505.9189"
"Vermont","Rhode Island","Truck","80.1884","17.67631328","60.5853","60.774"
"Vermont","South Carolina","Truck","17.5028","17.25082692","86.59","87.0201"
"Vermont","South Dakota","Truck","3.2753","5.22900418","6.4955","6.5947"
"Vermont","Tennessee","Truck","51.7274","55.91328928","391.1227","390.8818"
"Vermont","Texas","Truck","77.7904000000001","146.71989861","462.6877","464.4706"
"Vermont","Utah","Truck","9.3002","21.66993646","34.4489","34.5018"
"Vermont","Vermont","Truck","17780.4109","973.1178998","8642.1734","8650.262"
"Vermont","Virginia","Truck","92.2116000000001","56.41236829","204.8868","205.1885"
"Vermont","Washington","Truck","4.4583","13.20084871","26.2738","26.3849"
"Vermont","West Virginia","Truck","12.5483","9.13591412","104.4815","104.1955"
"Vermont","Wisconsin","Truck","27.7892","31.18545416","165.5543","165.7653"
"Vermont","Wyoming","Truck","0.2508","0.51965268","2.4617","2.4743"
"Virginia","Alabama","Truck","707.9285","437.55508762","1180.0109","1184.3746"
"Virginia","Alaska","Truck","10.2917","43.84689955","186.1309","187.3112"
"Virginia","Arizona","Truck","180.8757","410.84580387","703.9719","706.1392"
"Virginia","Arkansas","Truck","203.3387","204.96032575","709.533","712.2447"
"Virginia","California","Truck","643.6979","1688.14992514","2853.707","2862.5767"
"Virginia","Colorado","Truck","74.4842","126.40600339","520.1453","522.6118"
"Virginia","Connecticut","Truck","370.8307","202.73903192","536.3147","537.734"
"Virginia","Delaware","Truck","542.5087","130.73259365","919.24","922.1421"
"Virginia","Washington DC","Truck","3562.9427","217.28255153","1508.2146","1513.1014"
"Virginia","Florida","Truck","1982.5399","1602.57613127","3550.994","3558.8541"
"Virginia","Georgia","Truck","1570.5642","770.8373711","3972.2743","3984.6315"
"Virginia","Idaho","Truck","20.8356","50.03803965","115.5506","116.1978"
"Virginia","Illinois","Truck","1255.8482","989.11973753","3808.7385","3817.0869"
"Virginia","Indiana","Truck","547.8564","323.66689571","1693.3877","1699.4427"
"Virginia","Iowa","Truck","222.7302","229.9965541","592.5362","593.5806"
"Virginia","Kansas","Truck","202.7073","225.43940919","603.0932","606.1435"
"Virginia","Kentucky","Truck","1320.7769","567.85779672","2267.2323","2270.949"
"Virginia","Louisiana","Truck","362.9215","382.25807328","678.944","681.339099999999"
"Virginia","Maine","Truck","55.5827","42.86747778","238.3553","239.3742"
"Virginia","Maryland","Truck","8721.2267","1097.40096405","10644.3282","10685.4115"
"Virginia","Massachusetts","Truck","836.3148","516.88345524","1361.3249","1360.7188"
"Virginia","Michigan","Truck","493.5125","323.57879693","1370.9609","1374.3035"
"Virginia","Minnesota","Truck","269.4357","320.50211155","551.9125","553.7462"
"Virginia","Mississippi","Truck","149.5037","120.00516611","581.6033","583.8891"
"Virginia","Missouri","Truck","372.9154","341.07193451","1349.5526","1352.6396"
"Virginia","Montana","Truck","19.7805","44.30699725","94.1209","94.2255"
"Virginia","Nebraska","Truck","80.69","102.02374188","308.6587","310.4902"
"Virginia","Nevada","Truck","55.3832","137.39885495","411.5852","413.878"
"Virginia","New Hampshire","Truck","184.1022","124.36058971","261.7102","261.9772"
"Virginia","New Jersey","Truck","2122.3022","784.64915436","2918.7913","2920.8637"
"Virginia","New Mexico","Truck","16.5077","30.27694604","405.6542","408.1913"
"Virginia","New York","Truck","1883.3547","842.36949593","2830.8018","2836.5872"
"Virginia","North Carolina","Truck","10920.3385","2439.46133367","10154.2169","10182.69"
